	AveExpr	Coef	t	P.value	P.value.adj	Results
AT2G30250.1	6.03908	-1.826053	-0.82116	0.29107998	0.99999982	0
AT2G30440.1	6.90399	0.223162	0	0.84769353	0.99999982	0
AT2G30490.1	5.85006	0.745391	0.2137	0.47434649	0.99999982	0
AT2G30520.1	7.33778	0.583127	0	0.5285589	0.99999982	0
AT2G30570.1	11.4674	-0.346368	0	0.98109576	0.99999982	0
AT2G30860.1	8.92283	0.701313	0.43219	0.33889981	0.99999982	0
AT2G30870.1	7.16007	1.550993	2.11389	0.03373885	0.698592694	0
AT2G30930.1	6.1888	0.47832	0	0.61566048	0.99999982	0
AT2G30950.1	10.29379	-0.745424	-0.92387	0.19077087	0.99999982	0
AT2G30980.1	5.53102	2.056561	1.35734	0.124921	0.947093398	0
AT2G31040.1	7.13063	-1.289501	-0.88164	0.2241957	0.99999982	0
AT2G31360.1	6.12174	-0.566393	0	0.64167746	0.99999982	0
AT2G31400.1	7.97791	0.642807	0.18769	0.42965831	0.99999982	0
AT2G31610.1	7.18893	0.14681	0	0.89276264	0.99999982	0
AT2G31660.1	6.20264	1.039988	0.7905	0.2362958	0.99999982	0
AT2G31880.1	8.61726	0.668723	0.29071	0.39028979	0.99999982	0
AT2G31960.1	6.50463	0.516252	0	0.57783828	0.99999982	0
AT2G32230.1	6.03076	1.099701	0.72169	0.26739038	0.99999982	0
AT2G32690.1	9.1521	-0.211317	0	0.95153057	0.99999982	0
AT2G32730.1	6.75065	0.035367	0	0.97613215	0.99999982	0
AT2G32800.1	6.2229	0.584948	0	0.53454578	0.99999982	0
AT2G32810.1	6.29748	0.345405	0	0.72655537	0.99999982	0
AT2G33040.1	7.22262	-0.924302	-0.76926	0.23573778	0.99999982	0
AT2G33150.1	8.26568	-0.208525	0	0.86697122	0.99999982	0
AT2G33430.1	6.52723	0.208623	0	0.85092412	0.99999982	0
AT2G33450.1	7.77028	-0.96305	-1.10667	0.1505237	0.953749755	0
AT2G33530.1	5.68825	1.446444	0.97793	0.20215971	0.99999982	0
AT2G33730.1	6.46047	0.246264	0	0.80657294	0.99999982	0
AT2G33800.1	8.64638	-1.009358	-1.56467	0.07752862	0.89484183	0
AT2G33830.2	7.11326	-2.925767	-1.62977	0.08967172	0.915267873	0
AT2G34250.1	7.29257	0.977752	1.11205	0.149563	0.953749755	0
AT2G34420.1	13.49946	-1.418068	-11.1026	1.38e-06	0.000379182	-1
AT2G34430.1	10.8333	-1.927811	-7.79882	2.093e-05	0.003967939	-1
AT2G34460.1	6.73644	-0.514615	0	0.60193581	0.99999982	0
AT2G34480.1	8.19636	-0.515583	0	0.58545827	0.99999982	0
AT2G34510.1	6.71441	0.110831	0	0.91343799	0.99999982	0
AT2G34770.1	5.95874	-1.426853	-0.58101	0.38877015	0.99999982	0
AT2G34860.1	7.03442	-0.056919	0	0.95560321	0.99999982	0
AT2G35040.1	6.44851	-0.784201	-0.18662	0.54529391	0.99999982	0
AT2G35050.1	7.15701	0.795037	0.43443	0.34772767	0.99999982	0
AT2G35260.1	8.26264	-1.426217	-2.82319	0.0107937	0.358322955	0
AT2G35370.1	9.40998	0.039364	0	0.99588456	0.99999982	0
AT2G35410.1	6.47432	0.647995	0.13922	0.45885403	0.99999982	0
AT2G35490.1	7.34545	-0.375701	0	0.70311594	0.99999982	0
AT2G35500.1	6.2044	0.452201	0	0.65899639	0.99999982	0
AT2G35630.1	6.82324	0.077972	0	0.94764021	0.99999982	0
AT2G35680.1	7.04308	0.403167	0	0.69398454	0.99999982	0
AT2G35800.1	6.43625	-0.997791	-0.43772	0.40148848	0.99999982	0
AT2G36120.1	6.49488	-1.79288	-0.95537	0.23076808	0.99999982	0
AT2G36145.1	6.22816	-1.41319	-0.5654	0.3974427	0.99999982	0
AT2G36160.1	6.4483	0.911341	0.68305	0.26318185	0.99999982	0
AT2G36250.1	6.51505	0.217853	0	0.83650903	0.99999982	0
AT2G36320.1	6.01306	-0.365518	0	0.76185708	0.99999982	0
AT2G36390.1	6.16366	-0.735973	-0.14707	0.55969573	0.99999982	0
AT2G36460.1	6.27722	-0.15358	0	0.88669455	0.99999982	0
AT2G36490.1	6.16401	0.924425	0.49185	0.34716981	0.99999982	0
AT2G36530.1	8.84599	0.182495	0	0.92051639	0.99999982	0
AT2G36620.1	6.57899	0.030717	0	0.9760546	0.99999982	0
AT2G36800.1	6.16668	0.171391	0	0.883033	0.99999982	0
AT2G36830.1	7.36732	-0.210715	0	0.83489568	0.99999982	0
AT2G36850.1	7.08381	-0.431943	0	0.6538938	0.99999982	0
AT2G36880.1	7.37098	0.66083	0.25834	0.40248766	0.99999982	0
AT2G36910.1	6.24923	-0.917722	-0.35583	0.43799986	0.99999982	0
AT2G36990.1	7.01122	0.946735	1.1104	0.14958666	0.953749755	0
AT2G37220.1	10.37213	-0.647306	-0.32875	0.37529939	0.99999982	0
AT2G37540.1	7.05868	-0.376653	0	0.70109662	0.99999982	0
AT2G37660.1	8.64624	-0.808909	-0.86675	0.20543808	0.99999982	0
AT2G37940.1	6.84772	0.422339	0	0.6696775	0.99999982	0
AT2G37970.1	7.00671	-0.598761	-0.03084	0.50226407	0.99999982	0
AT2G38140.1	7.58584	-1.403182	-1.6434	0.07051403	0.892272804	0
AT2G38230.1	8.4809	-0.496201	0	0.60589558	0.99999982	0
AT2G38270.1	5.85758	0.151703	0	0.9024526	0.99999982	0
AT2G38310.1	6.7714	0.276403	0	0.78337597	0.99999982	0
AT2G38470.1	8.22322	-0.472195	0	0.63423401	0.99999982	0
AT2G38540.1	7.56127	-0.342288	0	0.72935078	0.99999982	0
AT2G39010.1	7.97586	-1.061622	-1.44079	0.09352578	0.915267873	0
AT2G39190.2	5.09973	-2.672358	-0.8709	0.30895337	0.99999982	0
AT2G39460.1	6.98062	-0.127341	0	0.91261423	0.99999982	0
AT2G39470.1	4.7211	4.390079	3.72756	0.00324152	0.169467087	0
AT2G39570.1	7.03346	-0.575252	0	0.52954346	0.99999982	0
AT2G39580.1	6.55805	0.942664	0.77389	0.2352627	0.99999982	0
AT2G39730.1	13.53193	0.415606	0	0.83177122	0.99999982	0
AT2G40000.1	9.38095	-0.941368	-1.66039	0.06696963	0.887167612	0
AT2G40100.1	7.11384	2.194299	1.81003	0.05986642	0.857621305	0
AT2G40290.1	6.18624	0.69728	0.16996	0.47795508	0.99999982	0
AT2G40400.1	6.39072	0.447389	0	0.64539683	0.99999982	0
AT2G40490.1	6.58963	0.260604	0	0.79513521	0.99999982	0
AT2G40510.1	6.26476	-0.003533	0	0.99728279	0.99999982	0
AT2G40840.1	7.50719	-0.152154	0	0.91004193	0.99999982	0
AT2G41090.1	8.92963	-0.133198	0	0.94136384	0.99999982	0
AT2G41100.1	9.56616	-0.276153	0	0.78651399	0.99999982	0
AT2G41220.1	5.93215	1.255534	1.00398	0.18374579	0.997399338	0
AT2G41410.1	6.83082	-1.377563	-1.19861	0.14036339	0.953749755	0
AT2G41420.1	6.69861	-0.472	0	0.64872287	0.99999982	0
AT2G41430.1	5.33403	0.118432	0	0.95345745	0.99999982	0
AT2G41530.1	6.43822	-0.39437	0	0.70347379	0.99999982	0
AT2G41560.1	7.97356	-0.169458	0	0.87882527	0.99999982	0
AT2G41680.1	7.77157	0.102971	0	0.94230934	0.99999982	0
AT2G41790.1	6.31132	0.522794	0	0.59038247	0.99999982	0
AT2G41840.1	8.16061	0.008548	0	0.9959702	0.99999982	0
AT2G41960.1	6.31132	0.954115	0.65428	0.27775081	0.99999982	0
AT2G42220.1	6.90399	0.430802	0	0.67061783	0.99999982	0
AT2G42490.1	6.28443	0.804735	0.28111	0.44865044	0.99999982	0
AT2G42580.1	6.52723	0.368245	0	0.71993732	0.99999982	0
AT2G42600.2	7.00395	-4.448502	-0.77895	0.39812181	0.99999982	0
AT2G42680.1	5.35603	1.684242	0.96145	0.22216587	0.99999982	0
AT2G42690.1	6.73128	0.071429	0	0.94747776	0.99999982	0
AT2G42750.1	6.86341	-0.308121	0	0.76379703	0.99999982	0
AT2G43030.1	8.3388	-0.374464	0	0.760248	0.99999982	0
AT2G43090.1	4.70747	0.865307	0.14363	0.68353205	0.99999982	0
AT2G43150.1	6.25892	1.564229	1.31107	0.12224053	0.939512061	0
AT2G43710.2	5.81972	2.113631	1.46175	0.10596308	0.925749143	0
AT2G43820.1	5.97289	-1.964131	-0.82066	0.30045166	0.99999982	0
AT2G43970.1	6.54431	0.459954	0	0.86072672	0.99999982	0
AT2G44060.1	5.64142	-2.671221	-0.54256	0.51117223	0.99999982	0
AT2G44100.1	6.97427	0.503885	0	0.58970981	0.99999982	0
AT2G44120.2	5.36366	2.486695	1.68243	0.07739646	0.89484183	0
AT2G44160.1	6.43415	-0.18838	0	0.85310936	0.99999982	0
AT2G44490.1	7.8681	-0.07554	0	0.95751392	0.99999982	0
AT2G44500.1	7.2587	0.300385	0	0.76891987	0.99999982	0
AT2G44620.1	6.1619	-0.326145	0	0.80002146	0.99999982	0
AT2G44870.1	5.9804	-1.257622	-0.41133	0.49120554	0.99999982	0
AT2G44920.2	6.18004	0.218124	0	0.82905917	0.99999982	0
AT2G45180.1	9.6808	-1.195242	-2.10851	0.0334242	0.698592694	0
AT2G45470.1	6.48073	-1.083662	-0.56375	0.34110741	0.99999982	0
AT2G45820.1	7.2275	-1.423565	-1.23964	0.13296029	0.950375271	0
AT2G46220.1	6.87405	-0.567503	0	0.53461712	0.99999982	0
AT2G46330.1	7.50322	0.488098	0	0.61519844	0.99999982	0
AT2G46340.1	6.64647	0.004267	0	0.99669981	0.99999982	0
AT2G46390.1	5.41417	-3.178656	-1.16676	0.20145748	0.99999982	0
AT2G46490.1	5.48684	2.163315	1.32981	0.13338344	0.950375271	0
AT2G46600.1	6.39807	-1.135544	-0.61263	0.32342092	0.99999982	0
AT2G46820.1	10.18818	-0.870759	-1.63793	0.06926939	0.888957218	0
AT2G47070.1	7.13012	0.096953	0	0.92521299	0.99999982	0
AT2G47170.1	7.85705	0.567968	0	0.52386564	0.99999982	0
AT2G47390.1	7.67207	0.227658	0	0.85034502	0.99999982	0
AT2G47400.1	10.31069	-0.627381	-0.18652	0.42855318	0.99999982	0
AT2G47440.1	7.10423	-0.126641	0	0.90956228	0.99999982	0
AT2G47450.1	8.71637	0.332913	0	0.83778774	0.99999982	0
AT2G47590.1	7.26407	-0.596147	-0.01709	0.54696262	0.99999982	0
AT2G47610.1	7.43761	-0.625194	-0.08967	0.47842593	0.99999982	0
AT2G47730.1	9.4134	0.158916	0	0.98462611	0.99999982	0
AT2G47800.1	6.2044	0.875424	0.55968	0.30609343	0.99999982	0
AT2G47940.1	7.25485	0.230904	0	0.83258088	0.99999982	0
AT2G48160.1	6.62549	0.54253	0	0.55352132	0.99999982	0
AT2G01250.2	5.44427	-0.124355	0	0.95308703	0.99999982	0
AT2G01420.1	6.56306	0.294694	0	0.78727234	0.99999982	0
AT2G01450.2	6.4082	0.281157	0	0.78328284	0.99999982	0
AT2G04030.2	6.74983	-1.285562	-0.18534	0.74542955	0.99999982	0
AT2G04350.2	6.31121	0.60331	0.032	0.52288443	0.99999982	0
AT2G05520.2	6.64096	5.347978	1.83552	0.0762391	0.89484183	0
AT2G07360.1	5.99307	0.660566	0.07238	0.60496559	0.99999982	0
AT2G13360.2	8.53842	-2.759454	-1.30334	0.15287758	0.955239866	0
AT2G14560.2	8.32752	0.905672	1.32579	0.11014224	0.932681877	0
AT2G16600.2	5.79642	-3.674006	-1.07846	0.24241745	0.99999982	0
AT2G16940.1	6.23705	0.095124	0	0.92832734	0.99999982	0
AT2G16950.2	6.27861	1.207251	1.04683	0.17022811	0.982299885	0
AT2G18440.1	6.78614	-0.687859	-0.20911	0.43528734	0.99999982	0
AT2G20630.1	6.44449	1.188368	0.70911	0.28342078	0.99999982	0
AT2G20990.1	7.22014	0.254824	0	0.80021069	0.99999982	0
AT2G21170.2	6.13315	-4.187056	-0.46134	0.60685572	0.99999982	0
AT2G21660.2	5.34981	1.145071	0.26685	0.61440323	0.99999982	0
AT2G21870.2	5.53684	-3.326327	-1.62731	0.09413555	0.915267873	0
AT2G22010.1	5.86224	0.916327	0.47022	0.3572968	0.99999982	0
AT2G22300.2	6.27171	-1.290863	-0.33532	0.57175612	0.99999982	0
AT2G22670.3	5.99707	0.437243	0	0.73347955	0.99999982	0
AT2G22980.1	5.35793	-1.114032	-0.24611	0.63138267	0.99999982	0
AT2G22990.1	6.53069	-1.431797	-0.20089	0.74510928	0.99999982	0
AT2G22990.6	4.94561	0.932659	0.16446	0.68287015	0.99999982	0
AT2G23130.2	6.17662	0.266918	0	0.79020397	0.99999982	0
AT2G24200.2	5.44828	3.270892	2.07567	0.0434804	0.782012399	0
AT2G24200.3	5.31845	-3.128974	-0.74165	0.39393957	0.99999982	0
AT2G24270.1	6.86367	0.724461	0.12225	0.59429862	0.99999982	0
AT2G25730.1	6.10148	-2.144392	-0.86373	0.28969398	0.99999982	0
AT2G25900.2	6.67172	-1.201268	-0.91519	0.2069411	0.99999982	0
AT2G26500.1	5.56036	0.063407	0	0.97668794	0.99999982	0
AT2G26500.3	7.00306	-0.507275	0	0.7787227	0.99999982	0
AT2G27500.3	5.94651	-0.362524	0	0.81465325	0.99999982	0
AT2G27530.2	5.47226	0.581022	0	0.77116557	0.99999982	0
AT2G27710.3	6.52074	-0.599288	-0.0076	0.77039029	0.99999982	0
AT2G27720.1	6.63956	-1.724386	-0.83386	0.27775817	0.99999982	0
AT2G28290.2	6.80659	-0.890289	-0.24043	0.54665939	0.99999982	0
AT2G28470.2	5.76916	0.872439	0.31514	0.45381267	0.99999982	0
AT2G29630.1	8.74507	-0.140376	0	0.92833703	0.99999982	0
AT2G29650.3	5.73517	-0.760189	-0.09758	0.69948359	0.99999982	0
AT2G30390.1	6.84693	0.438455	0	0.66834014	0.99999982	0
AT2G30600.3	7.80537	-0.623941	-0.07595	0.49313724	0.99999982	0
AT2G30600.4	5.86583	0.672189	0.08851	0.58401464	0.99999982	0
AT2G30860.2	6.2334	-0.331179	0	0.89739026	0.99999982	0
AT2G30970.2	6.07524	0.844898	0.45737	0.34699024	0.99999982	0
AT2G31810.3	5.87799	-0.538267	0	0.79358225	0.99999982	0
AT2G32080.2	6.10929	1.112679	0.85476	0.22032494	0.99999982	0
AT2G32480.2	6.15584	1.030392	0.66015	0.2846546	0.99999982	0
AT2G32690.2	4.89782	-2.187599	-0.55276	0.48037034	0.99999982	0
AT2G33120.1	5.46212	2.251528	1.45994	0.10878704	0.932681877	0
AT2G34660.2	6.85554	0.234141	0	0.83221673	0.99999982	0
AT2G35940.2	5.57933	-1.022967	-0.27123	0.57009601	0.99999982	0
AT2G36000.2	5.70873	-2.351137	-0.99389	0.24187495	0.99999982	0
AT2G38040.2	7.68665	-0.607231	-0.05727	0.48518373	0.99999982	0
AT2G38170.1	8.53381	0.159098	0	0.94916153	0.99999982	0
AT2G39190.1	5.10527	2.751709	1.59591	0.09295337	0.915267873	0
AT2G39470.3	6.06958	-4.102098	-2.40733	0.02663015	0.624920752	0
AT2G39730.2	12.9299	0.247832	0	0.8841537	0.99999982	0
AT2G39770.2	6.6639	0.534419	0	0.56066508	0.99999982	0
AT2G39800.2	6.66238	0.191522	0	0.8838983	0.99999982	0
AT2G40140.2	7.07559	0.339536	0	0.73597255	0.99999982	0
AT2G41100.2	8.30766	0.844002	0.51221	0.32158767	0.99999982	0
AT2G41100.3	4.89264	4.924903	3.72027	0.00339071	0.169467087	0
AT2G41110.1	6.26301	0.212279	0	0.83681775	0.99999982	0
AT2G41430.2	10.44396	-0.437279	0	0.77117109	0.99999982	0
AT2G42590.1	5.63468	-1.391492	-0.30857	0.61778932	0.99999982	0
AT2G42590.2	5.66679	1.942613	1.30715	0.13290556	0.950375271	0
AT2G42600.1	5.81621	3.278622	2.08401	0.04289985	0.777244416	0
AT2G43090.2	5.71835	-1.202794	-0.22716	0.67723272	0.99999982	0
AT2G43160.2	6.9269	1.353909	0.78885	0.26622247	0.99999982	0
AT2G43710.1	5.18682	-1.432625	-0.39091	0.54197069	0.99999982	0
AT2G43750.2	7.56148	0.419523	0	0.68999684	0.99999982	0
AT2G43970.2	7.79922	0.699086	0.0701	0.69892453	0.99999982	0
AT2G44060.2	5.24209	2.92529	1.97128	0.05005321	0.818628167	0
AT2G45540.1	6.93315	0.985477	1.12633	0.14669903	0.953749755	0
AT2G45740.3	5.71399	1.746575	1.26111	0.13772376	0.950375271	0
AT2G45960.1	9.54827	-0.336624	0	0.82738169	0.99999982	0
AT2G46020.1	6.81003	1.269875	1.88343	0.04784682	0.818628167	0
AT2G47110.2	6.60319	-0.440031	0	0.66667941	0.99999982	0
AT2G47510.2	5.90057	1.682538	1.21146	0.14727341	0.953749755	0
